symbol,date,open,high,low,close,volume,adjclose,dividends,splits
GOOG,2/14/18,52.44749832,53.58599853515625,52.337501525878906,53.48500061035156,31116000,53.293514251708984,0,0
GOOG,2/15/18,53.95349884033203,54.573951721191406,53.21699905395508,54.47600173950195,36868000,54.280967712402344,0,0
GOOG,2/16/18,54.420501708984375,55.23350143432617,54.41564941,54.74000168,33590000,54.54402160644531,0,0
GOOG,2/20/18,54.528499603271484,55.69749832,54.42599868774414,55.12300109863281,28462000,54.92564774,0,0
GOOG,2/21/18,55.32350158691406,56.69850158691406,55.31650161743164,55.56700134277344,30258000,55.36806106567383,0,0
GOOG,2/22/18,55.80950164794922,56.14099884033203,55.12950134277344,55.33150100708008,26344000,55.133399963378906,0,0
GOOG,2/23/18,55.63199996948242,56.36399841308594,55.23569869995117,56.339500427246094,25220000,56.137794494628906,0,0
GOOG,2/26/18,56.38999938964844,57.198001861572266,56.33475112915039,57.1875,31182000,56.98275375366211,0,0
GOOG,2/27/18,57.06200027,57.20199966430664,55.900001525878906,55.91450119018555,35482000,55.71431350708008,0,0
GOOG,2/28/18,56.1515007,56.37649917602539,55.16199875,55.23649978637695,37652000,55.03874206542969,0,0
GOOG,3/1/18,55.39350128173828,55.50600051879883,53.35005187988281,53.47600173950195,50318000,53.2845459,0,0
GOOG,3/2/18,52.65399932861328,54.09994888305664,52.40575027,53.94599914550781,45432000,53.75286102294922,0,0
GOOG,3/5/18,53.75699996948242,54.85499954223633,53.45000076293945,54.54650115966797,24044000,54.35121154785156,0,0
GOOG,3/6/18,54.96099853515625,55.092498779296875,54.48875045776367,54.75299835205078,30656000,54.556968688964844,0,0
GOOG,3/7/18,54.45949935913086,55.611000061035156,54.27410125732422,55.481998443603516,25850000,55.28335952758789,0,0
GOOG,3/8/18,55.76599884033203,56.380001068115234,55.63999938964844,56.29999923706055,27102000,56.09843063354492,0,0
GOOG,3/9/18,56.79999923706055,58.040000915527344,56.623050689697266,58.00199890136719,42560000,57.79433822631836,0,0
GOOG,3/12/18,58.192501068115234,58.852500915527344,57.87099838256836,58.224998474121094,43446000,58.01654052734375,0,0
GOOG,3/13/18,58.5,58.83800125,56.666500091552734,56.90850067138672,38144000,56.70475387573242,0,0
GOOG,3/14/18,57.260501861572266,57.929500579833984,57.071998596191406,57.47449875,25828000,57.26872253417969,0,0
GOOG,3/15/18,57.49800109863281,58.05400085449219,56.72700119018555,57.479000091552734,27908000,57.27321243286133,0,0
GOOG,3/16/18,57.707000732421875,57.79399871826172,56.597999572753906,56.78649902,61840000,56.583187103271484,0,0
GOOG,3/19/18,56.00049973,56.09949875,54.45050048828125,54.99100112915039,56118000,54.79411697387695,0,0
GOOG,3/20/18,54.95000076293945,55.25999832,54.17300033569336,54.885501861572266,36638000,54.689002990722656,0,0
GOOG,3/21/18,54.637001037597656,55.314998626708984,54.25749969482422,54.54399871826172,37578000,54.34872055053711,0,0
GOOG,3/22/18,54.09400177001953,54.14500045776367,52.295501708984375,52.45399856567383,53340000,52.26620101928711,0,0
GOOG,3/23/18,52.35150146484375,53.167999267578125,51.06100082397461,51.07849884033203,43134000,50.895626068115234,0,0
GOOG,3/26/18,52.29999923706055,52.78150177001953,50.41999816894531,52.660499572753906,53302000,52.47196578979492,0,0
GOOG,3/27/18,53.150001525878906,53.24195098876953,49.84600067138672,50.255001068115234,61906000,50.07508087158203,0,0
GOOG,3/28/18,49.900001525878906,51.21149826049805,49.03200149536133,50.22800064086914,67386000,50.04817581176758,0,0
GOOG,3/29/18,50.58150100708008,52.150001525878906,50.14500045776367,51.589500427246094,54536000,51.4047966,0,0
GOOG,4/2/18,51.14099884033203,51.74000168,49.51850128173828,50.32350158691406,53608000,50.14332962036133,0,0
GOOG,4/3/18,50.695499420166016,51.04949951171875,49.70349884033203,50.670501708984375,45502000,50.48909378051758,0,0
GOOG,4/4/18,49.670501708984375,51.43590164,49.650001525878906,51.25699996948242,49694000,51.073490142822266,0,0
GOOG,4/5/18,52.06650161743164,52.13949966430664,51.00654983520508,51.390499114990234,27260000,51.20650863647461,0,0
GOOG,4/6/18,51,51.57099914550781,50.1515007,50.35200119018555,34928000,50.171730041503906,0,0
GOOG,4/9/18,50.84000015258789,51.97999954223633,50.70399856567383,50.772499084472656,35032000,50.59071731567383,0,0
GOOG,4/10/18,51.321998596191406,51.81399917602539,50.56700134277344,51.582000732421875,39490000,51.39732360839844,0,0
GOOG,4/11/18,51.39950180053711,51.568199157714844,50.79349899291992,50.99850082397461,29678000,50.815914154052734,0,0
GOOG,4/12/18,51.25199890136719,52.03450012207031,51.07175064086914,51.62549973,27140000,51.440670013427734,0,0
GOOG,4/13/18,52.04399871826172,52.32099914550781,51.14899826049805,51.46350098,24460000,51.27925109863281,0,0
GOOG,4/16/18,51.849998474121094,52.16199875,51.33700180053711,51.89899826049805,24224000,51.713191986083984,0,0
GOOG,4/17/18,52.56850051879883,53.89400100708008,52.41299819946289,53.70800018310547,46406000,53.51571273803711,0,0
GOOG,4/18/18,53.871498107910156,53.871498107910156,53.311248779296875,53.604000091552734,26882000,53.412086486816406,0,0
GOOG,4/19/18,53.470001220703125,54.708248138427734,53.409000396728516,54.38499832,34954000,54.19028854370117,0,0
GOOG,4/20/18,54.099998474121094,54.61750030517578,53.47850036621094,53.64799880981445,37794000,53.455928802490234,0,0
GOOG,4/23/18,53.893001556396484,54.13600158691406,53.03499984741211,53.372501373291016,46826000,53.18141555786133,0,0
GOOG,4/24/18,52.599998474121094,52.849998474121094,50.52949905395508,50.999000549316406,95206000,50.816410064697266,0,0
GOOG,4/25/18,51.27600098,51.62450027,50.765499114990234,51.058998107910156,47822000,50.87619400024414,0,0
GOOG,4/26/18,51.47549819946289,52.39899826049805,50.90950012207031,52.00199890136719,41590000,51.815818786621094,0,0
GOOG,4/27/18,52.29999923706055,52.474998474121094,51.27949905395508,51.502498626708984,32396000,51.31810760498047,0,0
GOOG,4/30/18,51.50049973,51.849998474121094,50.842498779296875,50.86650085449219,33426000,50.684383392333984,0,0
GOOG,5/1/18,50.68299865722656,51.923500061035156,50.410499572753906,51.865501403808594,28558000,51.67980957,0,0
GOOG,5/2/18,51.404998779296875,52.01945114135742,51.14350128173828,51.21900177001953,32062000,51.03562545776367,0,0
GOOG,5/3/18,50.95000076293945,51.48374938964844,50.31449890136719,51.18600082397461,36302000,51.002742767333984,0,0
GOOG,5/4/18,50.845001220703125,52.425498962402344,50.845001220703125,52.410499572753906,38774000,52.22285842895508,0,0
GOOG,5/7/18,52.46149826049805,53.08399963378906,52.35499954223633,52.739498138427734,29322000,52.55067443847656,0,0
GOOG,5/8/18,52.926998138427734,53.02750015258789,52.35725021362305,52.695499420166016,24354000,52.506832122802734,0,0
GOOG,5/9/18,52.904998779296875,54.27199935913086,52.81824875,54.13800048828125,40656000,53.944175720214844,0,0
GOOG,5/10/18,54.30149841308594,55.02199935913086,54.28200149536133,54.878501892089844,28860000,54.68202590942383,0,0
GOOG,5/11/18,54.68000030517578,55.06650161743164,54.545501708984375,54.91299819946289,25074000,54.71639633178711,0,0
GOOG,5/14/18,55,55.537498474121094,54.955501556396484,55.00999832,30362000,54.813053131103516,0,0
GOOG,5/15/18,54.5,54.502498626708984,53.673500061035156,53.96149826049805,29898000,53.76830291748047,0,0
GOOG,5/16/18,53.865501403808594,54.46350098,53.81299973,54.08850098,21946000,53.89485168457031,0,0
GOOG,5/17/18,53.99449920654297,54.34349822998047,53.67499923706055,53.929500579833984,20876000,53.73642349243164,0,0
GOOG,5/18/18,53.09299850463867,53.49700164794922,53.034000396728516,53.31800079345703,31304000,53.12710952758789,0,0
GOOG,5/21/18,53.702999114990234,54.400001525878906,53.682498931884766,53.979000091552734,20464000,53.785743713378906,0,0
GOOG,5/22/18,54.178001403808594,54.329498291015625,53.33449935913086,53.48649978637695,21800000,53.295005798339844,0,0
GOOG,5/23/18,53.256500244140625,54.03900146484375,53.08549880981445,53.984500885009766,21214000,53.79122543334961,0,0
GOOG,5/24/18,53.95000076293945,54.02349853515625,53.307498931884766,53.96200180053711,15336000,53.768802642822266,0,0
GOOG,5/25/18,53.95100021362305,54.12799835205078,53.688751220703125,53.78300094604492,17988000,53.59044266,0,0
GOOG,5/29/18,53.24449920654297,53.66849899291992,52.76100158691406,53.01599884033203,37302000,52.82619094848633,0,0
GOOG,5/30/18,53.1515007,53.46049880981445,52.84149932861328,53.38999938964844,22770000,53.198848724365234,0,0
GOOG,5/31/18,53.37799835205078,54.859500885009766,53.37799835205078,54.24950027,61766000,54.055274963378906,0,0
GOOG,6/1/18,54.967498779296875,56,54.92499923706055,55.974998474121094,48432000,55.77459716796875,0,0
GOOG,6/4/18,56.11650085449219,57.09450149536133,56.100250244140625,56.964500427246094,37792000,56.76055145263672,0,0
GOOG,6/5/18,57.04949951171875,57.28689956665039,56.65950012207031,56.983001708984375,33560000,56.77899169921875,0,0
GOOG,6/6/18,57.10850143432617,57.150001525878906,56.28715133666992,56.84400177001953,33964000,56.64048385620117,0,0
GOOG,6/7/18,56.566001892089844,56.79100036621094,55.82600021362305,56.19300079345703,30400000,55.99181365966797,0,0
GOOG,6/8/18,55.909000396728516,56.333499908447266,55.60749816894531,56.04349899291992,25816000,55.84284973144531,0,0
GOOG,6/11/18,55.93000030517578,56.862998962402344,55.93000030517578,56.49950027,21586000,56.297218322753906,0,0
GOOG,6/12/18,56.55350112915039,56.989498138427734,56.53675079345703,56.965999603271484,18240000,56.762046813964844,0,0
GOOG,6/13/18,57.055999755859375,57.32500076293945,56.66899871826172,56.739498138427734,30128000,56.536354064941406,0,0
GOOG,6/14/18,57.192501068115234,57.77349853515625,57.03200149536133,57.60599899291992,26868000,57.39975357055664,0,0
GOOG,6/15/18,57.44300079345703,57.67100143432617,57.174251556396484,57.612998962402344,42450000,57.40673065185547,0,0
GOOG,6/18/18,57.182498931884766,58.71549987792969,57.179500579833984,58.67300033569336,28274000,58.46293640136719,0,0
GOOG,6/19/18,57.92499923706055,58.563499450683594,57.70050048828125,58.40299987792969,32420000,58.193904876708984,0,0
GOOG,6/20/18,58.765499114990234,59.314300537109375,58.45800018310547,58.492000579833984,32970000,58.28258514404297,0,0
GOOG,6/21/18,58.74250030517578,58.864749908447266,57.61159896850586,57.882999420166016,24762000,57.67576599121094,0,0
GOOG,6/22/18,57.957000732421875,58.12485122680664,57.362998962402344,57.77399826049805,26220000,57.56715393066406,0,0
GOOG,6/25/18,57.18000030517578,57.195499420166016,55.638999938964844,56.240501403808594,43146000,56.039146423339844,0,0
GOOG,6/26/18,56.400001525878906,56.660499572753906,55.832950592041016,55.92300033569336,31264000,55.722782135009766,0,0
GOOG,6/27/18,56.06700134277344,56.591800689697266,55.180999755859375,55.19900131225586,25878000,55.00137710571289,0,0
GOOG,6/28/18,55.10449981689453,56.115501403808594,54.800498962402344,55.71099853515625,21448000,55.511539459228516,0,0
GOOG,6/29/18,56,56.41135025024414,55.75,55.782501220703125,26302000,55.58279037475586,0,0
GOOG,7/2/18,54.95000076293945,56.400001525878906,54.689998626708984,56.37300109863281,24346000,56.17117691040039,0,0
GOOG,7/3/18,56.79100036621094,56.79100036621094,55.000999450683594,55.144500732421875,13580000,54.94707107543945,0,0
GOOG,7/5/18,55.5265007,56.375,55.42399978637695,56.21350098,21334000,56.01224136352539,0,0
GOOG,7/6/18,56.17900085449219,57.04650115966797,56.03684997558594,57.00849914550781,19922000,56.80439376831055,0,0
GOOG,7/9/18,57.42399978637695,57.73350143432617,57.17100143432617,57.70249938964844,18180000,57.49591064453125,0,0
GOOG,7/10/18,57.84899902,57.97949981689453,57.47949981689453,57.641998291015625,15968000,57.43562698364258,0,0
GOOG,7/11/18,57.22949981689453,58.214500427246094,57.04999923706055,57.69499969482422,22400000,57.48843765258789,0,0
GOOG,7/12/18,57.99449920654297,59.22050094604492,57.796749114990234,59.17399978637695,25038000,58.96214294433594,0,0
GOOG,7/13/18,59.25,59.770851135253906,59,59.441001892089844,24438000,59.228187561035156,0,0
GOOG,7/16/18,59.46950149536133,59.54999923706055,58.9640007,59.19300079345703,21114000,58.981075286865234,0,0
GOOG,7/17/18,58.611000061035156,60.152000427246094,58.529998779296875,59.939998626708984,32208000,59.72540283203125,0,0
GOOG,7/18/18,59.827999114990234,60.224998474121094,59.516998291015625,59.79399871826172,27872000,59.57992172241211,0,0
GOOG,7/19/18,59.54999923706055,60,59.16600036621094,59.347999572753906,25534000,59.13551712036133,0,0
GOOG,7/20/18,59.347999572753906,59.84299850463867,59.21099853515625,59.24549865722656,24948000,59.03338623046875,0,0
GOOG,7/23/18,59.050498962402344,60.324501037597656,59.04999923706055,60.275001525878906,52384000,60.059200286865234,0,0
GOOG,7/24/18,63.12950134277344,63.29999923706055,61.77799987792969,62.40399932861328,66364000,62.180580139160156,0,0
GOOG,7/25/18,61.95650100708008,63.292999267578125,61.95650100708008,63.185001373291016,42556000,62.95878601074219,0,0
GOOG,7/26/18,62.54999923706055,63.488548278808594,62.45100021362305,63.416500091552734,48112000,63.18945313,0,0
GOOG,7/27/18,63.54999923706055,63.69449996948242,61.54999923706055,61.92499923706055,42612000,61.70328903198242,0,0
GOOG,7/30/18,61.40050125,61.74580001831055,60.57350158691406,60.98699951171875,36998000,60.76865005493164,0,0
GOOG,7/31/18,61.00049973,61.379398345947266,60.279998779296875,60.862998962402344,32894000,60.64509582519531,0,0
GOOG,8/1/18,61.400001525878906,61.673500061035156,60.510501861572266,61.00049973,31344000,60.78210449,0,0
GOOG,8/2/18,60.29499816894531,61.49399948120117,60.239498138427734,61.307498931884766,30626000,61.08800125,0,0
GOOG,8/3/18,61.48099899291992,61.5,60.75299835205078,61.18550109863281,21792000,60.96644592285156,0,0
GOOG,8/6/18,61.25,61.30440139770508,60.78984832763672,61.23849868774414,21634000,61.01925277709961,0,0
GOOG,8/7/18,61.849998474121094,62.55849838256836,61.80849838256836,62.111000061035156,29880000,61.88862609863281,0,0
GOOG,8/8/18,62.02349853515625,62.82500076293945,61.90039825439453,62.28049850463867,27406000,62.057518005371094,0,0
GOOG,8/9/18,62.494998931884766,62.77709961,62.300498962402344,62.45500183105469,16972000,62.23139572143555,0,0
GOOG,8/10/18,62.150001525878906,62.284751892089844,61.599998474121094,61.88050079345703,22174000,61.658958435058594,0,0
GOOG,8/13/18,61.84899902,62.46364974975586,61.68204879760742,61.75049973,19946000,61.529415130615234,0,0
GOOG,8/14/18,61.759498596191406,62.29349899291992,61.25550079345703,62.10499954223633,26962000,61.88264846801758,0,0
GOOG,8/15/18,61.46300125,61.762001037597656,60.47549819946289,60.71900177001953,36576000,60.50161361694336,0,0
GOOG,8/16/18,61.23649978637695,61.29999923706055,60.127498626708984,60.324501037597656,26864000,60.108524322509766,0,0
GOOG,8/17/18,60.10150146484375,60.45100021362305,59.41199875,60.04800033569336,27792000,59.83301544189453,0,0
GOOG,8/20/18,60.250999450683594,60.54999923706055,59.731300354003906,60.38850021362305,17416000,60.17229461669922,0,0
GOOG,8/21/18,60.400001525878906,60.862998962402344,60.0177002,60.08100128173828,24112000,59.86589813232422,0,0
GOOG,8/22/18,60,60.59199905395508,59.95000076293945,60.36650085449219,17748000,60.15037536621094,0,0
GOOG,8/23/18,60.356998443603516,61.06399917602539,60.21200180053711,60.26900100708008,19852000,60.05322266,0,0
GOOG,8/24/18,60.441001892089844,61.08250045776367,60.31795120239258,61.032501220703125,18932000,60.81399154663086,0,0
GOOG,8/27/18,61.380001068115234,62.15449905395508,61.28580093383789,62.090999603271484,23126000,61.86869812011719,0,0
GOOG,8/28/18,62.06449890136719,62.12725067138672,61.43450164794922,61.557498931884766,26080000,61.33710861206055,0,0
GOOG,8/29/18,61.872501373291016,62.53300094604492,61.81795120239258,62.46500015258789,25978000,62.241355895996094,0,0
GOOG,8/30/18,62.21149826049805,62.68175125,61.62950134277344,61.95600128173828,26628000,61.73418426513672,0,0
GOOG,8/31/18,61.749000549316406,61.93299865722656,60.56425094604492,60.90950012207031,36328000,60.691429138183594,0,0
GOOG,9/4/18,60.21350098,60.64950180053711,59.625,59.849998474121094,36620000,59.63572311401367,0,0
GOOG,9/5/18,59.689998626708984,59.95050048828125,58.099998474121094,59.32400131225586,41226000,59.11160659790039,0,0
GOOG,9/6/18,59.314998626708984,59.314998626708984,57.599998474121094,58.571998596191406,37770000,58.36229705810547,0,0
GOOG,9/7/18,57.93349838256836,58.76300048828125,57.860748291015625,58.24150085449219,28026000,58.032981872558594,0,0
GOOG,9/10/18,58.609500885009766,58.72700119018555,58.00550079345703,58.231998443603516,22308000,58.02351760864258,0,0
GOOG,9/11/18,58.08150100708008,58.933998107910156,57.81200027,58.86800003051758,24186000,58.65723801,0,0
GOOG,9/12/18,58.63600158691406,58.93050003051758,57.917999267578125,58.14099884033203,25910000,57.93284225463867,0,0
GOOG,9/13/18,58.53699875,58.93050003051758,58.14250183105469,58.76649856567383,28624000,58.55609893798828,0,0
GOOG,9/14/18,58.95500183105469,59.02125168,58.416500091552734,58.62649917602539,18880000,58.416603088378906,0,0
GOOG,9/17/18,58.50699996948242,58.86199951171875,57.701499938964844,57.80250168,26130000,57.59555435180664,0,0
GOOG,9/18/18,57.85449981689453,58.80400085449219,57.85449981689453,58.06100082397461,24072000,57.85313034057617,0,0
GOOG,9/19/18,58.249000549316406,58.660499572753906,57.729000091552734,58.554500579833984,23828000,58.34486389160156,0,0
GOOG,9/20/18,58.99950027,59.49449920654297,58.667999267578125,59.34349822998047,24508000,59.13103103637695,0,0
GOOG,9/21/18,59.599998474121094,59.61050033569336,58.301998138427734,58.304500579833984,88112000,58.09575653076172,0,0
GOOG,9/24/18,57.85850143432617,58.900001525878906,57.34550094604492,58.66849899291992,25420000,58.45845031738281,0,0
GOOG,9/25/18,58.807498931884766,59.34400177001953,58.400001525878906,59.23249816894531,19554000,59.02043151855469,0,0
GOOG,9/26/18,59.25749969482422,59.71149826049805,58.738250732421875,59.02450180053711,29246000,58.81318283081055,0,0
GOOG,9/27/18,59.33649826049805,60.10499954223633,59.18149948120117,59.731998443603516,25216000,59.51814270019531,0,0
GOOG,9/28/18,59.59349822998047,59.77050018310547,59.224998474121094,59.673500061035156,27612000,59.45985412597656,0,0
GOOG,10/1/18,59.99449920654297,60.494998931884766,59.51499938964844,59.765499114990234,27152000,59.55152512,0,0
GOOG,10/2/18,59.54800033569336,60.49800109863281,59.33150100708008,60.00550079345703,33758000,59.79066467285156,0,0
GOOG,10/3/18,60.25,60.320499420166016,59.69150161743164,60.147499084472656,25124000,59.93215560913086,0,0
GOOG,10/4/18,59.76649856567383,59.87549973,57.77880096435547,58.40950012207031,44190000,58.200382232666016,0,0
GOOG,10/5/18,58.375,58.67499923706055,57.25600051879883,57.86750030517578,23686000,57.66032028198242,0,0
GOOG,10/8/18,57.50550079345703,58.400001525878906,56.36819839477539,57.44850158691406,38648000,57.242820739746094,0,0
GOOG,10/9/18,57.307498931884766,57.717498779296875,56.87860107421875,56.941001892089844,26174000,56.73713684082031,0,0
GOOG,10/10/18,56.55400085449219,56.60850143432617,54.05649948120117,54.06100082397461,53514000,53.86745071411133,0,0
GOOG,10/11/18,53.64699935913086,55.31999969482422,53.41350173950195,53.965999603271484,58980000,53.772789001464844,0,0
GOOG,10/12/18,55.400001525878906,55.75,54.320098876953125,55.50400161743164,42026000,55.30528641,0,0
GOOG,10/15/18,55.445499420166016,55.672298431396484,54.45000076293945,54.61249923706055,27448000,54.41697311401367,0,0
GOOG,10/16/18,55.22949981689453,56.21099853515625,55.125,56.06399917602539,38570000,55.863277435302734,0,0
GOOG,10/17/18,56.323001861572266,56.449501037597656,55.109500885009766,55.78450012207031,29344000,55.58477783203125,0,0
GOOG,10/18/18,56.09199905395508,56.09199905395508,53.85449981689453,54.39849853515625,41890000,54.203739166259766,0,0
GOOG,10/19/18,54.66849899291992,55.518001556396484,54.38750076293945,54.823001861572266,25352000,54.62672043,0,0
GOOG,10/22/18,55.15299987792969,55.61149978637695,54.54999923706055,55.05799865722656,30284000,54.86087417602539,0,0
GOOG,10/23/18,54.044498443603516,55.394500732421875,53.5,55.18450164794922,36974000,54.98693084716797,0,0
GOOG,10/24/18,55.212501525878906,55.305999755859375,52.43700027,52.535499572753906,39648000,52.34741211,0,0
GOOG,10/25/18,53.589500427246094,55.54899978637695,53.477500915527344,54.778499603271484,50916000,54.58237838745117,0,0
GOOG,10/26/18,51.85150146484375,55.326499938964844,51.704498291015625,53.57350158691406,83752000,53.38169479370117,0,0
GOOG,10/29/18,54.12350082397461,54.85200119018555,49.791500091552734,51.00400161743164,77614000,50.82139587402344,0,0
GOOG,10/30/18,50.42300033569336,51.87450027,50.037498474121094,51.81050109863281,64254000,51.62500762939453,0,0
GOOG,10/31/18,52.990501403808594,54.59700012207031,52.849998474121094,53.83850098,50596000,53.645748138427734,0,0
GOOG,11/1/18,53.790000915527344,54.19874954223633,53.12300109863281,53.5,29640000,53.30846024,0,0
GOOG,11/2/18,53.686500549316406,54.14875030517578,52.730499267578125,52.88949966430664,36780000,52.70014572143555,0,0
GOOG,11/5/18,52.75,52.923500061035156,51.06200027,52.00450134277344,48828000,51.81830978393555,0,0
GOOG,11/6/18,51.97399902,53.21725082397461,51.903499603271484,52.79050064086914,24666000,52.601497650146484,0,0
GOOG,11/7/18,53.45000076293945,54.77299880981445,53.29499816894531,54.669498443603516,41168000,54.47377014160156,0,0
GOOG,11/8/18,54.569000244140625,54.66350173950195,53.61024856567383,54.119998931884766,29764000,53.92623519897461,0,0
GOOG,11/9/18,53.699501037597656,53.77799987792969,52.65549850463867,53.307498931884766,26864000,53.11664581298828,0,0
GOOG,11/12/18,53.06949996948242,53.10599899291992,51.54999923706055,51.93149948120117,29436000,51.74557113647461,0,0
GOOG,11/13/18,52.16450119018555,52.83024978637695,51.557498931884766,51.80250168,30274000,51.617034912109375,0,0
GOOG,11/14/18,52.5,52.72819900512695,51.54999923706055,52.18299865722656,31318000,51.99617004394531,0,0
GOOG,11/15/18,52.23550033569336,53.592498779296875,51.5890007,53.23550033569336,36722000,53.04490280151367,0,0
GOOG,11/16/18,52.97050094604492,53.349998474121094,52.44900131225586,53.074501037597656,33162000,52.88447952270508,0,0
GOOG,11/19/18,52.86000061035156,53.03950119018555,50.81299973,51,37172000,50.81740951538086,0,0
GOOG,11/20/18,50,51.58700180053711,49.80099868774414,51.28799819946289,48982000,51.10437774658203,0,0
GOOG,11/21/18,51.83800125,52.428001403808594,51.673500061035156,51.88050079345703,30686000,51.69475555419922,0,0
GOOG,11/23/18,51.5,51.87950134277344,51.11994934082031,51.194000244140625,13830000,51.010711669921875,0,0
GOOG,11/26/18,51.91749954223633,52.46549987792969,51.695499420166016,52.430999755859375,38856000,52.24328613,0,0
GOOG,11/27/18,52.04999923706055,52.87900161743164,51.92449951171875,52.22050094604492,36064000,52.033538818359375,0,0
GOOG,11/28/18,52.43799973,54.34199905395508,51.78799819946289,54.311500549316406,49508000,54.11705399,0,0
GOOG,11/29/18,53.80400085449219,54.712249755859375,53.79999923706055,54.415000915527344,29378000,54.220184326171875,0,0
GOOG,11/30/18,54.45349884033203,54.778499603271484,53.89400100708008,54.721500396728516,51604000,54.52558517456055,0,0
GOOG,12/3/18,56.15700149536133,56.23249816894531,55.183250427246094,55.32149887084961,39824000,55.12343215942383,0,0
GOOG,12/4/18,55.15599822998047,55.22100067138672,52.499000549316406,52.54100036621094,46904000,52.35289001464844,0,0
GOOG,12/6/18,51.71300125,53.560001373291016,51.53850173950195,53.436500549316406,55384000,53.24518585205078,0,0
GOOG,12/7/18,53.00049973,53.76300048828125,51.42499923706055,51.82899856567383,42024000,51.64344024658203,0,0
GOOG,12/10/18,51.752498626708984,52.42250061035156,51.16450119018555,51.977500915527344,36154000,51.79140853881836,0,0
GOOG,12/11/18,52.824501037597656,53.029998779296875,51.992000579833984,52.587501525878906,27894000,52.399227142333984,0,0
GOOG,12/12/18,53.400001525878906,54.08250045776367,53.13949966430664,53.183998107910156,30476000,52.993587493896484,0,0
GOOG,12/13/18,53.403499603271484,53.987998962402344,52.69649887084961,53.095001220703125,26596000,52.90490723,0,0
GOOG,12/14/18,52.499000549316406,53.130001068115234,52.03950119018555,52.10499954223633,33732000,51.91844940185547,0,0
GOOG,12/17/18,51.87549973,52.657501220703125,50.39500045776367,50.826499938964844,47708000,50.644527435302734,0,0
