published_date,avg_sentiment,avg_close
2021-01-05,-0.6124,87.04599762
2021-01-14,0.0,87.00900268554688
2021-01-15,0.09534000000000001,86.80950164794922
2021-01-20,0.836,94.34500122070312
2021-02-02,0.6437428571428571,96.37550354003906
2021-02-03,0.18460000000000001,103.50350189208984
2021-02-04,0.05103333333333334,103.11849975585938
2021-02-05,0.5663666666666666,104.9000015258789
2021-02-08,-0.23773333333333332,104.64550018310548
2021-02-16,0.0,106.09500122070312
2021-02-17,0.296,106.41549682617188
2021-03-03,-0.296,101.33550262451172
2021-03-10,0.4019,102.75150299072266
2021-04-13,0.0,113.3635025024414
2021-04-19,0.34,115.12000274658205
2021-04-27,0.2893666666666667,115.3560028076172
2021-04-28,0.22195,118.99549865722656
2021-04-30,-0.4023,120.50599670410156
2021-05-10,0.5106,117.08300018310548
2021-05-22,0.0,
2021-06-16,-0.7003,125.69650268554688
2021-06-22,0.25,126.99949645996094
2021-06-25,0.0,126.99500274658205
2021-07-04,0.0,
2021-07-09,0.0,129.57449340820312
2021-07-21,0.34,132.60049438476562
2021-07-23,0.4767,137.8159942626953
2021-07-27,0.37834999999999996,136.79649353027344
2021-07-28,0.3610333333333333,136.38150024414062
2021-07-29,0.04684999999999999,136.54049682617188
2021-08-16,-0.4588,138.91600036621094
2021-08-17,0.0,137.30050659179688
2021-09-01,0.0,145.8419952392578
2021-09-07,0.0,145.5189971923828
2021-09-08,-0.25,144.8834991455078
2021-09-09,0.4404,144.9134979248047
2021-09-14,0.1027,143.4060059
2021-09-22,0.4404,140.93850708007812
2021-09-24,0.0,142.63299560546875
2021-09-27,0.5106,141.50100708007812
2021-09-28,0.34,136.1840057373047
2021-10-11,-0.3182,138.84750366210938
2021-10-13,0.0,137.89999389648438
2021-10-21,0.0,142.78050231933594
2021-10-26,0.2796,139.6719970703125
2021-10-27,0.1696875,146.42750549316406
2021-11-01,0.1779,143.7740020751953
2021-11-02,0.0,145.86300659179688
2021-11-03,0.0,146.7899932861328
2021-11-06,0.55115,
2021-11-10,-0.5267,146.62600708007812
2021-11-13,0.3612,
2021-11-22,0.4215,147.07850646972656
2021-11-27,0.0,
2021-12-02,0.7351,143.77650451660156
2021-12-15,0.0,147.36849975585938
2021-12-16,-0.038275,144.8385009765625
2021-12-21,0.7778,144.2205047607422
2021-12-27,0.0,148.06399536132812
2021-12-28,0.27115,146.447998
2021-12-29,0.5994,146.50450134277344
2022-01-03,0.0,145.07449340820312
2022-01-06,0.2023,137.55099487304688
2022-01-12,0.0,141.6479949951172
2022-01-20,-0.4019,133.50650024414062
2022-01-21,-0.1589,130.0919952392578
2022-01-24,-0.2732,130.3719940185547
2022-01-28,0.5568,133.2895050048828
2022-01-31,0.2263,135.69850158691406
2022-02-01,0.2202,137.8784942626953
2022-02-02,0.15770588235294117,148.0364990234375
2022-02-03,-0.0772,142.65049743652344
2022-02-04,-0.0772,143.01600646972656
2022-02-07,0.0,138.93800354003906
2022-02-18,0.7003,130.46749877929688
2022-02-22,0.0,129.40249633789062
2022-02-23,0.0,127.58499908447266
2022-02-28,0.0,134.89100646972656
2022-03-06,0.0,
2022-03-09,0.4215,133.86599731445312
2022-03-14,-0.5719,126.74099731445312
2022-03-22,0.32436666666666664,140.27749633789062
2022-03-23,0.0,138.5034942626953
2022-03-24,0.33525,141.31199645996094
2022-03-31,-0.2023,139.64950561523438
2022-04-03,0.296,
2022-04-04,0.0,143.6425018310547
2022-04-12,0.296,128.37449645996094
2022-04-13,0.296,130.28599548339844
2022-04-15,0.296,
2022-04-21,0.315625,124.9375
2022-04-22,0.0,119.61399841308594
2022-04-25,0.0,123.25
2022-04-26,0.2716,119.50599670410156
2022-04-27,-0.22780740740740738,115.02050018310548
2022-04-28,0.1186,119.4114990234375
2022-04-29,0.0,114.96649932861328
2022-05-02,0.0,117.15699768066406
2022-05-03,0.6908,118.12950134277344
2022-05-05,0.5267,116.74649810791016
2022-05-08,0.5927,
2022-05-09,0.10175000000000001,113.08399963378906
2022-05-10,0.21075,114.58450317382812
2022-05-13,-0.296,116.5155029296875
2022-05-16,0.0,114.7925033569336
2022-05-23,0.0,111.66649627685548
2022-05-25,0.148,105.8395004272461
2022-05-27,0.4019,112.79900360107422
2022-06-02,0.8625,117.74600219726562
2022-06-03,0.296,114.56400299072266
2022-06-07,0.3919,117.22949981689452
2022-06-13,0.128,106.87650299072266
2022-06-14,-0.1366,107.19400024414062
2022-06-16,0.025733333333333334,106.63600158691406
2022-06-22,0.6597999999999999,112.03399658203124
2022-06-23,0.3123565217391304,112.68450164794922
2022-06-24,0.24853076923076925,118.53800201416016
2022-06-25,0.4951846153846154,
2022-06-26,0.35912499999999997,
2022-06-27,0.21346470588235292,116.62249755859376
2022-06-28,0.3211777777777778,112.57150268554688
2022-06-29,0.3238888888888889,112.25650024414062
2022-06-30,0.3189636363636364,109.37249755859376
2022-07-01,0.3517875,109.08100128173828
2022-07-02,0.2738333333333333,
2022-07-03,0.2939428571428571,
2022-07-04,0.30199473684210526,
2022-07-05,0.12348571428571428,113.88700103759766
2022-07-06,0.23695,115.2135009765625
2022-07-07,0.39121538461538463,119.30599975585938
2022-07-08,0.2881636363636364,120.1685028076172
2022-07-09,0.3335875,
2022-07-10,0.5520999999999999,
2022-07-11,0.3313363636363636,116.52249908447266
2022-07-12,0.4844857142857143,114.84950256347656
2022-07-13,0.16004444444444443,112.18699645996094
2022-07-14,0.26616,111.44000244140624
2022-07-15,0.1939181818181818,112.76699829101562
2022-07-16,0.3323375,
2022-07-17,0.31615,
2022-07-18,0.27303333333333335,109.91000366210938
2022-07-19,0.28185,114.62000274658205
2022-07-20,0.0,114.6999969482422
2022-07-21,0.3612,115.04000091552734
2022-07-22,0.011399999999999993,108.36000061035156
2022-07-23,0.21248,
2022-07-24,0.148,
2022-07-25,0.3544,108.20999908447266
2022-07-26,0.15553333333333333,105.44000244140624
2022-07-27,0.11314545454545454,113.5999984741211
2022-07-28,0.43143333333333334,114.58999633789062
2022-07-29,0.2437125,116.63999938964844
2022-07-30,0.26066,
2022-07-31,0.0,
2022-08-01,0.087575,115.4800033569336
2022-08-02,0.4066,115.9000015258789
2022-08-03,0.559025,118.77999877929688
2022-08-04,0.40330000000000005,118.87000274658205
2022-08-05,0.29960000000000003,118.22000122070312
2022-08-07,0.34715999999999997,
2022-08-08,0.3879666666666666,118.13999938964844
2022-08-09,0.3209142857142857,117.5
2022-08-10,0.517325,120.6500015258789
2022-08-11,0.296,119.81999969482422
2022-08-13,-0.16586666666666666,
2022-08-14,0.8225,
2022-08-15,0.5106,122.87999725341795
